"V1"	"V2"	"V3"	"V4"	"V5"	"V6"
-0.502983948474491	0.0979149548802525	-0.138712488279602	-0.0135820270312248	0.00188399676538202	0.00958733838920188
2.19135919461916	0.995633524144068	-1.51139625489774	-1.50479677964198	2.27434421713306	0.991286114399537
2.74297816931825	0.320552517194301	-1.26006355109854	-0.403916543129427	0.508960513683113	0.102753916279603
1.30028745470859	0.397726405644789	-0.51996537341484	-0.206803959028035	0.107530897779679	0.158186293747124
2.66703446538836	0.553225250216201	0.869234031836416	0.480882214759139	0.417999186373512	0.306058177476778
-0.486682308817598	0.795752346981317	1.17812977871229	0.937499536458886	1.10449612143118	0.633221797726274
-1.98817818746201	0.902250051964074	0.195504079898321	0.176393566247448	0.0344856618691909	0.814055156269175
-1.97286872699397	0.827932063257322	-0.58245575039831	-0.482233791183364	0.280879844711129	0.685471501369526
3.83372731920419	0.546902907313779	-1.60539701791836	-0.877996296492424	1.4095326361323	0.299102790028264
0.384293072280206	0.0391493942588568	0.0591756182255065	0.00231668960842194	0.000137091539814975	0.00153267507083541
5.47531851134641	0.657074145274237	-1.99135075724773	-1.30846509675976	2.60561296126476	0.431746432387869
-3.21444683056462	0.905237548984587	0.472444187691207	0.427674218497603	0.202052198754572	0.819455020091623
4.35348928645223	0.594412647653371	1.69193213956685	1.00570586272977	1.7015860721033	0.353326395690291
-1.16806602468741	0.897875821683556	-0.722179718298003	-0.648427707970019	0.468281339478408	0.806180991163921
2.35297258787523	0.208295399323106	1.56920347476487	0.326857864395354	0.512906496563415	0.0433869733791721
-0.524038906522453	0.759694939246401	0.3304472863219	0.251039131106454	0.0829551996347353	0.577136400716593
2.50101543259314	0.642207920784131	1.11123529138247	0.713644105980686	0.793026516052832	0.412431013517876
0.0228620156758673	0.989632426993921	-0.0782712768688351	-0.0774597936916184	0.00606287695823951	0.979372340557879
2.76891584324199	0.369746783282608	-1.05335851269529	-0.389475921712435	0.410257777625638	0.136712683747836
1.57609905622671	0.353736943565309	0.693710603057338	0.24539106844435	0.170230386075414	0.125129825242927
0.375028561306226	0.130092647857964	-0.22535952470526	-0.0293176172889195	0.00660700429772161	0.0169240970266962
2.51795989819769	0.70505072362721	1.4236536641251	1.00374804608593	1.42898958366864	0.497096522887252
4.25628011414748	0.352969127707183	-1.59571933128752	-0.563239660430047	0.898772414296047	0.12458720511437
